ano,mes,data,regiao,uf,setor_consumo,consumo_mwh,demanda_pico,temperatura_media,tarifa_media,populacao,eficiencia_energetica,emissao_co2,nivel_demanda
2017,7,2017-07-01,Sudeste,SP,Comercial,153218.08,4814.5,33.5,0.82,1257873,47.5,55334.81,Alto
2017,7,2017-07-01,Sudeste,SP,Rural,6803.28,11068.29,21.9,0.7,1454226,50.79,13312.54,Médio
2017,7,2017-07-01,Sudeste,RJ,Público,126988.71,2005.35,26.2,1.07,803889,89.22,3924.77,Crítico
2017,7,2017-07-01,Sudeste,RJ,Público,54127.08,16765.28,28.8,0.85,2346072,72.31,3911.54,Alto
2017,7,2017-07-01,Sudeste,RJ,Residencial,19015.54,2851.23,29.2,0.76,2281321,52.8,49934.3,Alto
2017,7,2017-07-01,Sudeste,RJ,Residencial,7860.16,10590.67,27.5,0.78,798205,54.28,28029.36,Crítico
2017,7,2017-07-01,Sudeste,MG,Rural,14171.95,3696.07,29.5,0.85,2462322,76.44,3351.22,Alto
2017,7,2017-07-01,Sudeste,MG,Residencial,69511.47,6572.54,25.9,0.64,197768,46.48,13331.1,Baixo
2017,7,2017-07-01,Sudeste,MG,Rural,13485.5,1418.52,23.2,0.87,424832,67.85,69381.22,Baixo
2017,7,2017-07-01,Sudeste,ES,Industrial,15935.59,3830.23,28.6,0.98,4198123,85.95,25221.64,Alto
2017,7,2017-07-01,Sudeste,ES,Público,122937.26,1519.65,21.3,0.67,2403381,89.68,26863.7,Médio
2017,7,2017-07-01,Sudeste,ES,Comercial,5787.13,1804.87,27.3,0.79,2295619,52.83,27788.72,Alto
2017,7,2017-07-01,Sul,PR,Público,47852.75,3426.98,22.7,1.01,542735,55.96,76084.17,Crítico
2017,7,2017-07-01,Sul,PR,Residencial,12533.52,2768.49,23.7,1.07,4559033,45.54,5956.82,Alto
2017,7,2017-07-01,Sul,SC,Comercial,36405.37,2036.51,16.4,0.58,3491633,81.84,20685.84,Alto
2017,7,2017-07-01,Sul,SC,Público,14713.11,14480.03,19.1,1.13,5362516,71.8,3824.71,Baixo
2017,7,2017-07-01,Sul,RS,Público,14916.33,8450.04,20.5,0.77,5726881,63.28,64393.76,Médio
2017,7,2017-07-01,Sul,RS,Comercial,28521.48,633.09,22.7,0.66,4628036,73.56,31797.45,Baixo
2017,8,2017-08-01,Norte,AM,Residencial,7355.45,4313.17,16.0,0.84,1004783,76.88,28931.72,Baixo
2017,8,2017-08-01,Norte,PA,Público,76097.24,7745.34,21.8,0.93,3095769,69.7,75090.87,Baixo
2017,8,2017-08-01,Norte,PA,Comercial,23811.92,3774.16,26.2,1.09,4355294,92.1,18132.08,Crítico
2017,8,2017-08-01,Norte,RO,Industrial,135211.5,832.16,23.7,0.73,3230034,77.71,29653.06,Alto
2017,8,2017-08-01,Norte,TO,Industrial,41388.45,1080.85,21.2,0.96,1633127,65.51,34997.87,Alto
2017,8,2017-08-01,Nordeste,BA,Residencial,15501.12,5850.65,28.5,0.95,237735,51.14,32783.64,Baixo
2017,8,2017-08-01,Nordeste,BA,Público,84240.05,5875.59,19.2,0.68,5025085,93.16,57210.04,Baixo
2017,8,2017-08-01,Nordeste,PE,Industrial,75012.85,7277.31,16.0,0.81,1755999,64.13,40710.19,Crítico
2017,8,2017-08-01,Nordeste,PE,Industrial,54599.98,660.52,23.6,0.75,201465,92.23,2234.62,Baixo
2017,8,2017-08-01,Nordeste,CE,Comercial,34209.09,1632.13,25.5,0.92,3408565,50.73,6962.47,Médio
2017,8,2017-08-01,Nordeste,CE,Comercial,87250.74,6515.2,27.8,0.78,1018506,60.03,11509.51,Baixo
2017,8,2017-08-01,Nordeste,MA,Residencial,24600.85,1289.52,19.4,0.98,3713490,58.27,29010.45,Médio
2017,8,2017-08-01,Nordeste,PB,Residencial,84479.78,2228.28,18.4,0.72,1999940,77.66,51371.65,Alto
2017,8,2017-08-01,Centro-Oeste,DF,Residencial,39245.93,3829.7,34.0,1.1,2129059,51.56,21697.68,Baixo
2017,8,2017-08-01,Centro-Oeste,GO,Residencial,10439.31,5291.18,24.8,0.7,1119507,46.41,20028.77,Alto
2017,8,2017-08-01,Centro-Oeste,GO,Público,53013.91,3349.19,23.3,0.73,5152251,83.36,70527.88,Crítico
2017,8,2017-08-01,Centro-Oeste,MT,Residencial,8027.95,6842.74,27.1,0.57,4529234,77.2,51149.26,Alto
2017,8,2017-08-01,Centro-Oeste,MS,Comercial,21672.1,3764.66,24.1,0.78,917706,54.86,16840.1,Crítico
2017,8,2017-08-01,Sudeste,SP,Residencial,26544.15,13005.18,31.6,1.02,317650,55.26,64858.99,Alto
2017,8,2017-08-01,Sudeste,SP,Rural,42129.11,2141.02,18.1,0.87,5520765,65.51,63280.06,Baixo
2017,8,2017-08-01,Sudeste,SP,Industrial,100252.43,2709.51,20.3,0.91,3552794,52.65,17961.77,Baixo
2017,8,2017-08-01,Sudeste,RJ,Público,32477.33,516.94,29.7,0.8,5842118,94.61,76843.46,Crítico
2017,8,2017-08-01,Sudeste,RJ,Público,27880.71,3923.31,27.5,0.98,4869464,87.95,27454.64,Alto
2017,8,2017-08-01,Sudeste,RJ,Industrial,31650.41,7521.94,25.4,0.93,1884340,47.49,79527.45,Alto
2017,8,2017-08-01,Sudeste,RJ,Público,22173.08,1821.8,22.7,0.74,4021228,73.72,51828.05,Médio
2017,8,2017-08-01,Sudeste,MG,Público,5604.22,4507.71,19.6,0.69,308544,70.0,11335.02,Médio
2017,8,2017-08-01,Sudeste,MG,Público,122386.99,13305.16,23.6,1.07,3609460,50.37,45418.3,Médio
2017,8,2017-08-01,Sudeste,MG,Rural,71696.55,3984.54,17.5,0.82,5208468,65.09,43063.08,Alto
2017,8,2017-08-01,Sudeste,ES,Público,34392.48,603.76,26.2,1.09,3359809,55.07,33009.08,Alto
2017,8,2017-08-01,Sudeste,ES,Industrial,46924.47,899.17,21.9,1.13,1451472,84.52,52448.53,Baixo
2017,8,2017-08-01,Sudeste,ES,Rural,16797.31,1602.32,27.2,0.83,1897930,84.97,3385.69,Médio
2017,8,2017-08-01,Sul,PR,Comercial,13679.1,6945.81,28.2,0.93,1056097,78.86,57904.58,Baixo
2017,8,2017-08-01,Sul,PR,Industrial,6156.13,6107.21,22.9,0.57,1101662,47.37,8644.92,Médio
2017,8,2017-08-01,Sul,SC,Público,9309.45,6374.75,26.9,0.62,5011473,53.9,41722.91,Médio
2017,8,2017-08-01,Sul,SC,Rural,59743.17,3698.28,23.3,1.06,825772,94.45,32035.96,Baixo
2017,8,2017-08-01,Sul,RS,Público,28755.5,1044.31,24.7,0.76,1753189,65.4,76739.67,Crítico
2017,8,2017-08-01,Sul,RS,Público,47041.55,1065.43,28.1,0.77,2334187,58.61,25022.55,Crítico
2017,9,2017-09-01,Norte,AM,Residencial,4220.57,4171.88,27.6,1.08,103539,86.93,14380.53,Crítico
2017,9,2017-09-01,Norte,PA,Comercial,13391.38,4831.98,25.7,0.68,5688065,83.99,52262.18,Crítico
2017,9,2017-09-01,Norte,PA,Público,7121.75,4611.22,22.0,1.13,166942,47.45,9309.1,Médio
2017,9,2017-09-01,Norte,RO,Residencial,43942.69,6699.93,25.7,0.87,271195,72.1,70459.79,Alto
2017,9,2017-09-01,Norte,TO,Residencial,34548.56,1258.29,27.9,0.58,5732614,75.71,67993.71,Crítico
2017,9,2017-09-01,Nordeste,BA,Residencial,22352.96,3722.58,25.3,0.59,2269686,68.97,65497.56,Baixo
2017,9,2017-09-01,Nordeste,BA,Industrial,7310.75,4321.24,26.0,0.81,2203813,79.66,65742.69,Médio
2017,9,2017-09-01,Nordeste,PE,Público,149765.04,677.44,20.6,0.93,3597368,82.34,37435.58,Médio
2017,9,2017-09-01,Nordeste,PE,Industrial,5787.52,6604.54,22.7,1.01,5772287,80.08,19853.89,Baixo
2017,9,2017-09-01,Nordeste,CE,Industrial,30227.28,3871.15,21.0,0.64,5713087,47.77,72702.46,Baixo
2017,9,2017-09-01,Nordeste,CE,Comercial,16321.7,4807.01,23.3,0.67,2842488,69.82,19563.46,Baixo
2017,9,2017-09-01,Nordeste,MA,Rural,9698.79,1046.8,29.3,1.14,5546356,54.15,25450.27,Alto
2017,9,2017-09-01,Nordeste,PB,Residencial,82437.45,1426.67,29.5,0.8,3197012,58.17,34529.2,Crítico
2017,9,2017-09-01,Centro-Oeste,DF,Comercial,9020.55,1592.6,21.9,1.0,1989223,65.43,17403.39,Alto
2017,9,2017-09-01,Centro-Oeste,GO,Industrial,54268.8,1325.01,28.3,0.78,1981189,50.09,35305.18,Crítico
2017,9,2017-09-01,Centro-Oeste,GO,Industrial,4557.41,1309.3,27.7,0.81,3286811,78.51,26421.26,Médio
2017,9,2017-09-01,Centro-Oeste,MT,Rural,18909.2,875.88,21.4,0.95,3752685,74.2,61652.28,Crítico
2017,9,2017-09-01,Centro-Oeste,MS,Público,43516.3,1987.08,27.7,1.02,718673,92.07,28383.46,Alto
2017,9,2017-09-01,Sudeste,SP,Rural,17968.77,6671.99,29.2,1.13,1143439,45.16,60804.18,Baixo
2017,9,2017-09-01,Sudeste,SP,Residencial,79693.53,1156.47,25.6,1.09,3663376,81.66,79746.71,Baixo
2017,9,2017-09-01,Sudeste,SP,Industrial,19969.38,5181.26,25.6,0.58,1415485,46.73,45891.07,Alto
2017,9,2017-09-01,Sudeste,RJ,Público,16082.19,966.16,30.6,0.6,2481477,92.0,10938.97,Crítico
2017,9,2017-09-01,Sudeste,RJ,Residencial,7041.0,513.9,24.1,0.77,3004663,82.76,20640.48,Crítico
2017,9,2017-09-01,Sudeste,RJ,Comercial,63633.16,13490.05,22.8,0.55,2862493,68.48,71805.27,Médio
2017,9,2017-09-01,Sudeste,RJ,Comercial,153815.91,1021.42,23.9,1.0,2297920,50.12,77376.75,Baixo
2017,9,2017-09-01,Sudeste,MG,Residencial,5330.3,1285.89,27.3,0.77,3810925,58.28,1748.65,Crítico
2017,9,2017-09-01,Sudeste,MG,Público,54629.35,7184.67,13.8,0.88,5016229,55.13,58386.18,Alto
2017,9,2017-09-01,Sudeste,MG,Residencial,1430.83,4864.94,28.1,0.61,542603,58.3,71561.68,Crítico
2017,9,2017-09-01,Sudeste,ES,Público,119819.54,3533.02,22.7,0.83,4269303,64.14,75739.82,Alto
2017,9,2017-09-01,Sudeste,ES,Industrial,4022.65,1010.08,23.6,0.63,121412,88.72,71665.19,Alto
2017,9,2017-09-01,Sudeste,ES,Comercial,26041.1,666.76,27.4,0.67,4851847,87.62,40261.28,Baixo
2017,9,2017-09-01,Sul,PR,Residencial,10766.67,2678.14,25.9,1.04,316013,75.3,45761.54,Médio
2017,9,2017-09-01,Sul,PR,Rural,44676.66,11477.24,26.9,1.05,1987762,74.71,67355.62,Baixo
2017,9,2017-09-01,Sul,SC,Residencial,20491.08,2954.0,22.8,1.03,1633183,51.76,20617.11,Alto
2017,9,2017-09-01,Sul,SC,Residencial,46878.02,8081.67,22.6,1.09,717278,73.18,27130.93,Baixo
2017,9,2017-09-01,Sul,RS,Rural,5609.18,7574.82,31.5,1.08,5917622,68.24,48655.0,Crítico
2017,9,2017-09-01,Sul,RS,Residencial,30625.6,2702.52,27.8,1.13,1993374,70.19,43708.53,Médio
2017,10,2017-10-01,Norte,AM,Comercial,9427.31,1328.51,26.6,0.63,5886729,46.37,60798.94,Alto
2017,10,2017-10-01,Norte,PA,Industrial,25398.1,12258.73,22.2,0.97,2325622,74.32,26129.71,Crítico
2017,10,2017-10-01,Norte,PA,Residencial,36848.93,13919.88,21.5,0.93,1630602,81.42,26918.61,Baixo
2017,10,2017-10-01,Norte,RO,Comercial,33480.68,1916.91,20.0,0.88,3889016,61.8,79648.08,Médio
2017,10,2017-10-01,Norte,TO,Industrial,4894.53,13373.67,20.8,1.07,2061817,55.47,8208.82,Baixo
2017,10,2017-10-01,Nordeste,BA,Rural,40626.02,995.91,26.1,1.13,3396051,94.21,47130.38,Alto
2017,10,2017-10-01,Nordeste,BA,Industrial,3422.02,9855.17,29.5,0.86,5310188,88.46,3763.84,Médio
2017,10,2017-10-01,Nordeste,PE,Residencial,22421.28,935.59,28.1,0.65,4548471,69.75,67100.69,Médio
2017,10,2017-10-01,Nordeste,PE,Industrial,16517.86,762.26,24.5,1.12,3625169,92.2,41119.47,Baixo
2017,10,2017-10-01,Nordeste,CE,Público,21149.38,2379.45,21.9,0.86,3777278,54.32,13438.24,Médio
2017,10,2017-10-01,Nordeste,CE,Rural,18198.77,8384.46,27.6,0.59,5284645,51.8,9758.89,Baixo
2017,10,2017-10-01,Nordeste,MA,Industrial,7843.77,10468.67,24.2,0.8,4758979,88.09,14995.28,Crítico
2017,10,2017-10-01,Nordeste,PB,Público,26343.76,14062.56,25.1,0.6,183109,46.59,65342.26,Alto
2017,10,2017-10-01,Centro-Oeste,DF,Público,40270.74,21631.96,21.2,0.93,4129820,52.73,75370.62,Médio
2017,10,2017-10-01,Centro-Oeste,GO,Rural,8042.42,4496.01,32.4,0.65,5681771,71.93,52148.51,Baixo
2017,10,2017-10-01,Centro-Oeste,GO,Rural,33104.72,8220.44,19.0,0.73,103150,87.35,42565.08,Médio
2017,10,2017-10-01,Centro-Oeste,MT,Comercial,32822.19,1416.03,24.7,0.7,1337247,60.45,50404.31,Crítico
2017,10,2017-10-01,Centro-Oeste,MS,Comercial,14920.55,12982.75,24.9,0.7,5729050,57.97,8785.59,Alto
2017,10,2017-10-01,Sudeste,SP,Rural,15517.0,3348.14,16.7,0.84,5759617,79.58,32610.88,Médio
2017,10,2017-10-01,Sudeste,SP,Comercial,9339.72,5014.87,25.4,0.57,222163,52.33,15208.88,Crítico
2017,10,2017-10-01,Sudeste,SP,Rural,11011.79,1035.34,26.5,0.96,2621308,84.84,7121.68,Médio
2017,10,2017-10-01,Sudeste,RJ,Rural,39010.85,2389.99,33.2,0.93,4397466,46.42,8066.83,Alto
2017,10,2017-10-01,Sudeste,RJ,Público,19447.4,1862.35,26.9,0.7,1887701,62.26,31527.37,Baixo
2017,10,2017-10-01,Sudeste,RJ,Residencial,17254.19,5073.82,17.6,0.73,4631857,92.02,3390.59,Crítico
2017,10,2017-10-01,Sudeste,RJ,Industrial,59540.65,10685.42,21.9,1.08,1489111,83.17,47597.94,Alto
2017,10,2017-10-01,Sudeste,MG,Comercial,40391.66,3016.3,21.6,0.8,1102226,69.55,36054.39,Baixo
2017,10,2017-10-01,Sudeste,MG,Residencial,6307.21,3645.88,19.1,0.93,1160967,46.21,20807.99,Médio
2017,10,2017-10-01,Sudeste,MG,Residencial,5429.82,7475.04,25.5,0.68,4045967,57.42,65444.68,Crítico
2017,10,2017-10-01,Sudeste,ES,Comercial,26061.25,2426.83,25.8,0.77,1503038,60.96,51204.32,Crítico
2017,10,2017-10-01,Sudeste,ES,Rural,22114.37,6503.63,20.0,0.61,4641898,62.21,65868.99,Médio
2017,10,2017-10-01,Sudeste,ES,Comercial,2725.71,2390.92,22.1,1.02,775708,94.8,32221.17,Médio
2017,10,2017-10-01,Sul,PR,Comercial,24784.09,6274.57,28.1,0.82,654558,56.0,68815.99,Baixo
2017,10,2017-10-01,Sul,PR,Rural,107414.09,5073.48,22.6,0.59,1528287,93.02,66424.56,Crítico
2017,10,2017-10-01,Sul,SC,Rural,25924.92,2419.82,25.7,1.02,4581015,49.35,54970.67,Médio
2017,10,2017-10-01,Sul,SC,Industrial,18374.64,4022.67,22.9,1.07,3641480,89.76,69361.5,Crítico
2017,10,2017-10-01,Sul,RS,Industrial,25239.87,1129.85,34.9,0.83,3795532,64.36,35991.63,Médio
2017,10,2017-10-01,Sul,RS,Comercial,3714.46,20562.13,20.9,0.99,5907842,85.42,45939.21,Baixo
2017,11,2017-11-01,Norte,AM,Público,1018566.37,1141.62,25.2,0.56,367835,55.26,27918.54,Crítico
2017,11,2017-11-01,Norte,PA,Rural,4959.02,3623.79,24.8,0.92,1466661,68.67,55511.4,Baixo
2017,11,2017-11-01,Norte,PA,Rural,16449.02,4681.91,28.6,1.03,3210088,64.97,14413.0,Baixo
2017,11,2017-11-01,Norte,RO,Rural,9023.75,19096.12,22.0,0.8,1324459,81.29,40012.44,Alto
2017,11,2017-11-01,Norte,TO,Rural,15479.88,3386.77,25.5,0.89,1626639,80.25,29540.63,Crítico
2017,11,2017-11-01,Nordeste,BA,Industrial,67836.69,1022.97,30.2,0.68,2148006,45.87,51251.81,Médio
2017,11,2017-11-01,Nordeste,BA,Público,9671.03,1433.22,30.0,0.59,2184481,81.46,47371.37,Crítico
2017,11,2017-11-01,Nordeste,PE,Público,51714.52,3122.43,21.0,1.02,5736710,84.51,37418.08,Baixo
2017,11,2017-11-01,Nordeste,PE,Industrial,33521.86,1028.91,20.2,0.99,1098220,80.8,40523.23,Médio
2017,11,2017-11-01,Nordeste,CE,Rural,4208.9,1059.95,22.5,0.83,4686953,47.31,6081.08,Baixo
2017,11,2017-11-01,Nordeste,CE,Industrial,12924.72,27326.41,18.4,0.64,2337453,78.88,37379.96,Crítico
2017,11,2017-11-01,Nordeste,MA,Rural,46648.75,359.7,27.4,0.95,3024471,75.61,33486.58,Baixo
2017,11,2017-11-01,Nordeste,PB,Público,10806.35,11504.45,19.6,0.85,321230,70.19,22367.05,Médio
2017,11,2017-11-01,Centro-Oeste,DF,Comercial,13130.86,476.7,33.1,1.07,5753256,85.77,28759.68,Alto
2017,11,2017-11-01,Centro-Oeste,GO,Industrial,35034.01,1288.82,24.9,0.75,2041340,87.63,46162.4,Baixo
2017,11,2017-11-01,Centro-Oeste,GO,Industrial,86908.39,473.47,27.5,0.84,3963417,82.61,38437.01,Médio
2017,11,2017-11-01,Centro-Oeste,MT,Comercial,50197.64,2882.31,20.4,0.81,913581,58.12,16711.56,Alto
2017,11,2017-11-01,Centro-Oeste,MS,Rural,8195.56,2152.55,18.8,0.84,2582112,50.07,37168.16,Crítico
2017,11,2017-11-01,Sudeste,SP,Público,18090.05,2384.01,26.3,0.88,3561371,74.73,65995.1,Médio
2017,11,2017-11-01,Sudeste,SP,Comercial,16163.97,30510.35,29.0,0.82,794261,88.68,16752.62,Baixo
2017,11,2017-11-01,Sudeste,SP,Rural,3466.35,1503.65,29.5,0.98,172649,54.3,78169.73,Crítico
2017,11,2017-11-01,Sudeste,RJ,Residencial,74997.02,630.15,24.8,0.86,3547482,67.02,45124.97,Crítico
2017,11,2017-11-01,Sudeste,RJ,Público,23235.67,1886.62,29.4,1.1,3021981,65.08,11650.23,Baixo
2017,11,2017-11-01,Sudeste,RJ,Público,18801.0,18190.62,24.4,1.15,3136920,75.65,2379.01,Alto
2017,11,2017-11-01,Sudeste,RJ,Público,153650.89,2195.62,26.9,1.02,3863626,75.52,49204.09,Crítico
2017,11,2017-11-01,Sudeste,MG,Residencial,11087.97,9148.64,31.8,0.91,4886308,61.68,9100.17,Alto
2017,11,2017-11-01,Sudeste,MG,Público,6983.28,1427.09,28.0,0.55,3311561,85.53,665.65,Crítico
2017,11,2017-11-01,Sudeste,MG,Industrial,16000.85,988.84,19.2,0.97,2512991,49.73,61710.47,Baixo
2017,11,2017-11-01,Sudeste,ES,Residencial,10860.06,3621.41,20.1,0.98,2301079,59.16,41221.65,Alto
2017,11,2017-11-01,Sudeste,ES,Comercial,25721.86,1037.39,30.2,0.96,3479930,82.04,68207.16,Médio
2017,11,2017-11-01,Sudeste,ES,Público,28941.72,2809.05,22.2,0.62,2608006,50.35,59664.25,Baixo
2017,11,2017-11-01,Sul,PR,Rural,19040.66,6201.36,24.9,0.67,4721458,74.84,41643.52,Médio
2017,11,2017-11-01,Sul,PR,Residencial,22805.33,2747.07,26.6,1.0,1412069,90.98,46439.66,Crítico
2017,11,2017-11-01,Sul,SC,Rural,26133.4,2103.67,20.7,1.0,3232170,71.37,70479.51,Alto
2017,11,2017-11-01,Sul,SC,Público,19135.71,4697.08,24.2,0.62,4999760,88.69,14180.82,Alto
2017,11,2017-11-01,Sul,RS,Industrial,23945.46,2808.7,23.6,0.64,4061439,64.51,9171.1,Alto
2017,11,2017-11-01,Sul,RS,Rural,14054.55,1198.21,26.9,0.68,1070545,77.71,21568.85,Baixo
2017,12,2017-12-01,Norte,AM,Industrial,101589.65,1529.63,24.1,0.82,3329314,61.93,18406.22,Baixo
2017,12,2017-12-01,Norte,PA,Comercial,1813.77,34694.44,27.4,0.91,1108686,78.93,30838.14,Baixo
2017,12,2017-12-01,Norte,PA,Público,10834.83,11792.29,22.8,0.56,1356104,79.9,10898.53,Baixo
2017,12,2017-12-01,Norte,RO,Rural,8342.95,2472.13,21.1,0.62,1945412,62.6,34268.83,Médio
2017,12,2017-12-01,Norte,TO,Residencial,59570.84,2805.14,22.4,0.56,3306088,52.33,70726.72,Crítico
2017,12,2017-12-01,Nordeste,BA,Público,4178.71,2990.73,15.3,0.99,3701829,72.44,16779.67,Médio
2017,12,2017-12-01,Nordeste,BA,Comercial,509759.82,3725.73,27.9,1.01,5393453,85.61,44055.13,Médio
2017,12,2017-12-01,Nordeste,PE,Rural,7520.25,2339.25,15.7,0.97,1094154,65.93,957.24,Crítico
2017,12,2017-12-01,Nordeste,PE,Rural,35271.89,5201.34,22.2,0.79,4663182,76.24,22023.14,Baixo
2017,12,2017-12-01,Nordeste,CE,Público,6944.94,749.99,26.0,0.55,4382612,79.67,71812.31,Crítico
2017,12,2017-12-01,Nordeste,CE,Público,10657.69,25291.96,21.7,0.91,1172408,93.4,58890.35,Baixo
2017,12,2017-12-01,Nordeste,MA,Público,19299.58,787.3,19.4,0.72,1688314,91.25,78171.81,Baixo
2017,12,2017-12-01,Nordeste,PB,Comercial,16969.06,1128.11,30.0,0.73,3863605,93.38,17284.8,Baixo
2017,12,2017-12-01,Centro-Oeste,DF,Industrial,7098.7,7413.17,22.9,0.89,2702633,58.51,74910.18,Alto
2017,12,2017-12-01,Centro-Oeste,GO,Industrial,16699.23,3064.58,18.9,0.77,5169127,76.01,39466.81,Médio
2017,12,2017-12-01,Centro-Oeste,GO,Público,4452.81,2430.84,25.4,0.96,1879288,59.42,1117.98,Baixo
2017,12,2017-12-01,Centro-Oeste,MT,Residencial,39385.74,8275.44,18.3,0.76,1936808,72.02,47362.32,Alto
2017,12,2017-12-01,Centro-Oeste,MS,Comercial,18993.97,426.24,17.2,0.71,3612389,88.74,27406.33,Crítico
2017,12,2017-12-01,Sudeste,SP,Rural,113106.19,1336.53,28.8,0.95,987085,67.82,69608.3,Crítico
2017,12,2017-12-01,Sudeste,SP,Comercial,54193.82,795.24,25.9,0.85,2577517,68.58,6379.01,Crítico
2017,12,2017-12-01,Sudeste,SP,Comercial,12259.76,8587.51,23.6,0.86,5797573,83.46,20304.01,Alto
2017,12,2017-12-01,Sudeste,RJ,Público,13182.59,3936.96,27.0,0.97,203775,72.13,54829.1,Médio
2017,12,2017-12-01,Sudeste,RJ,Rural,19018.03,5842.98,18.3,0.62,818175,80.19,52308.52,Médio
2017,12,2017-12-01,Sudeste,RJ,Industrial,41489.15,6367.05,27.7,0.69,5661811,91.35,78150.07,Médio
2017,12,2017-12-01,Sudeste,RJ,Comercial,33606.91,2392.88,25.3,0.83,3377037,64.83,42649.61,Alto
2017,12,2017-12-01,Sudeste,MG,Comercial,21230.08,1516.98,24.4,0.72,3102244,52.51,52457.16,Crítico
2017,12,2017-12-01,Sudeste,MG,Público,34403.42,2942.64,27.1,0.81,2155686,92.23,35759.88,Médio
2017,12,2017-12-01,Sudeste,MG,Residencial,67429.62,962.09,26.6,0.96,2091478,91.56,2831.33,Alto
2017,12,2017-12-01,Sudeste,ES,Público,15725.97,4012.08,20.4,1.05,3187942,90.63,43137.17,Médio
2017,12,2017-12-01,Sudeste,ES,Residencial,19789.41,2890.15,30.0,0.66,2857948,87.3,4909.41,Alto
2017,12,2017-12-01,Sudeste,ES,Comercial,11320.76,16558.81,21.5,0.96,2262328,63.16,65155.48,Baixo
2017,12,2017-12-01,Sul,PR,Comercial,9383.22,18116.69,22.6,0.91,3893508,92.71,59051.07,Crítico
2017,12,2017-12-01,Sul,PR,Rural,14462.52,8593.49,24.9,0.87,5548423,57.24,229.51,Médio
2017,12,2017-12-01,Sul,SC,Público,13250.7,1154.6,24.8,1.04,3173371,75.82,45842.35,Crítico
2017,12,2017-12-01,Sul,SC,Industrial,12345.24,823.68,24.8,1.02,1208876,89.75,1179.04,Crítico
2017,12,2017-12-01,Sul,RS,Residencial,35204.35,1973.42,28.2,0.92,1912088,52.84,23345.18,Baixo
2017,12,2017-12-01,Sul,RS,Industrial,53162.9,3221.5,22.4,1.05,639888,86.59,54742.81,Baixo
2018,1,2018-01-01,Norte,AM,Rural,39476.67,3620.8,25.7,0.85,4157270,70.87,972.73,Crítico
2018,1,2018-01-01,Norte,PA,Industrial,10177.78,497.6,27.4,0.94,5164600,49.92,65944.06,Crítico
2018,1,2018-01-01,Norte,PA,Industrial,17151.28,10569.84,24.0,1.13,5643877,85.84,68131.66,Crítico
2018,1,2018-01-01,Norte,RO,Rural,18963.86,367.57,23.2,0.7,573709,58.96,62202.77,Médio
2018,1,2018-01-01,Norte,TO,Comercial,62807.04,1161.54,23.9,0.61,3281264,51.66,70451.21,Crítico
2018,1,2018-01-01,Nordeste,BA,Industrial,6478.53,654.18,33.1,0.9,1956363,48.59,71202.36,Baixo
2018,1,2018-01-01,Nordeste,BA,Residencial,8519.75,2973.02,18.0,0.83,2630413,60.52,72061.34,Baixo
2018,1,2018-01-01,Nordeste,PE,Residencial,25170.48,3034.81,26.7,1.1,2973322,77.77,580.24,Alto
2018,1,2018-01-01,Nordeste,PE,Residencial,4710.39,13892.84,18.0,0.62,4297111,93.87,72282.89,Crítico
2018,1,2018-01-01,Nordeste,CE,Público,1824.47,2748.79,16.4,0.73,5481427,86.42,2424.34,Crítico
2018,1,2018-01-01,Nordeste,CE,Residencial,116573.75,10897.29,26.1,0.97,628463,54.52,27386.33,Alto
2018,1,2018-01-01,Nordeste,MA,Público,6698.17,14403.1,27.0,1.11,4053977,60.19,8551.2,Alto
2018,1,2018-01-01,Nordeste,PB,Público,58602.09,7642.6,19.8,1.01,5278254,81.92,45582.29,Alto
2018,1,2018-01-01,Centro-Oeste,DF,Comercial,93850.79,388.17,17.0,0.91,5684130,45.16,758.46,Médio
2018,1,2018-01-01,Centro-Oeste,GO,Industrial,122914.15,8721.9,21.2,0.97,4954722,94.2,26631.53,Médio
2018,1,2018-01-01,Centro-Oeste,GO,Residencial,245481.1,4072.84,22.2,0.74,166504,89.15,26792.42,Alto
2018,1,2018-01-01,Centro-Oeste,MT,Residencial,13070.23,1394.81,24.2,0.55,2188519,72.24,26067.85,Baixo
2018,1,2018-01-01,Centro-Oeste,MS,Industrial,26632.65,353.13,24.6,0.84,4155903,71.72,41794.32,Alto
2018,1,2018-01-01,Sudeste,SP,Público,28903.42,4675.76,25.7,1.11,2640038,89.66,64489.43,Médio
2018,1,2018-01-01,Sudeste,SP,Rural,4750.41,2848.62,31.8,0.82,3771331,94.88,47889.35,Médio
2018,1,2018-01-01,Sudeste,SP,Público,47392.43,1040.95,20.5,0.59,1151733,46.61,74959.88,Baixo
2018,1,2018-01-01,Sudeste,RJ,Industrial,4577.65,9067.52,22.1,0.78,5156609,82.86,1088.95,Alto
2018,1,2018-01-01,Sudeste,RJ,Comercial,17878.84,14484.43,27.1,0.76,3280301,87.43,32974.88,Alto
2018,1,2018-01-01,Sudeste,RJ,Residencial,30206.5,1945.22,21.0,1.02,5053306,69.31,55610.87,Baixo
2018,1,2018-01-01,Sudeste,RJ,Industrial,35777.26,6679.88,30.1,0.93,4530540,75.0,56671.43,Baixo
2018,1,2018-01-01,Sudeste,MG,Comercial,3547.26,4743.04,19.8,0.61,4796784,88.11,67011.92,Médio
2018,1,2018-01-01,Sudeste,MG,Industrial,21012.24,1148.62,23.3,1.12,1767976,65.62,47461.28,Crítico
